User,collect_list(Reco)
80369,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
80500,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
80989,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
81026,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
81063,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
81354,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
81543,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
81739,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
81864,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
81929,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
81932,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
82120,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
82125,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
82293,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
82360,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
82412,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
82462,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
82578,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
82841,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
83274,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
84297,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
84448,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
84525,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
84626,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
84690,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
84782,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
85388,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
85628,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
85744,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
85890,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
85898,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
85938,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
86321,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
86331,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
86788,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
86848,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
86932,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
87062,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
87464,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
87746,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
88052,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
88309,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
88937,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
89158,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
89207,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
89543,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
89752,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
89758,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
89896,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
90138,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
90649,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
90795,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
91008,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
91075,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
91287,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
91358,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
91391,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
91599,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
91826,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
92134,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
92790,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
92899,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
93024,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
93058,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
93258,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
94222,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
94289,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
94509,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
94624,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
95090,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
95424,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
95820,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
95924,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
95981,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
96520,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
96550,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
96661,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
96734,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
96953,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
97224,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
97325,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
97547,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
97550,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
97924,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
98098,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
98149,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
98280,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
98870,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
98989,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
99771,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
175,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
423,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
746,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
1057,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
1159,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
1982,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
2029,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
2271,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
3161,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
3408,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
4409,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
5975,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
6641,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
6849,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
7433,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
7513,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
8119,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
8447,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
8529,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
8756,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
8907,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
9224,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
9268,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
9299,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
10690,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
10743,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
10901,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
11363,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
11780,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
12041,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
12242,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
12330,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
12612,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
13071,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
13078,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
13155,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
13963,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
14173,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
14331,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
14605,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
14802,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
14987,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
15313,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
15378,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
15627,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
15654,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
15954,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
16046,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
16143,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
17656,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
18078,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
18205,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
18489,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
19227,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
19388,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
20560,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
20708,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
20815,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
21310,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
21702,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
22548,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
22810,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
23140,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
23326,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
23435,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
23456,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
23718,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
23743,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
24001,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
24088,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
24325,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
24583,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
24756,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
24780,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
24874,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
25108,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
25328,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
25757,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
26141,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
26284,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
26458,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
26804,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
27090,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
27368,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
27405,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
27432,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
27433,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
27907,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
28165,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
28614,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
28988,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
29397,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
29535,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
29644,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
29721,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
29808,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
29872,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
30522,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
30792,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
31416,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
31469,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
31675,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
31773,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
32579,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
32828,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
32983,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
33220,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
33258,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
33357,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
33536,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
34041,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
34223,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
35072,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
35717,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
35860,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
36235,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
36417,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
36431,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
36578,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
37079,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
37138,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
37239,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
37641,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
37752,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
37774,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
37799,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
38221,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
38404,"[2, 21, 1, 23, 5, 17, 11, 16, 18, 20]"
38925,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
38956,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
39034,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
39198,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
39523,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
39713,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
39756,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
39786,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
40431,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
41478,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
41503,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
41782,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
41915,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
42037,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
42127,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
42370,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
42707,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
42742,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
42786,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
43176,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
43320,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
43582,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
43636,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
43806,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
43848,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
43944,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
44627,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
44711,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
44940,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
45268,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
45497,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
45640,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
45950,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
46245,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
46251,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
46877,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
47143,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
47467,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
47519,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
48857,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
49784,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
50701,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
51419,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
52619,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
52703,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
53026,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
53055,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
53329,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
53542,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
53822,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
54127,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
54398,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
55441,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
55466,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
55799,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
55902,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
56173,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
56344,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
56612,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
57008,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
57639,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
57650,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
57734,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
58332,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
58425,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
58558,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
58618,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
58622,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
58635,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
58773,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
58918,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
59251,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
59252,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
59616,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
59639,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
60184,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
60287,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
60346,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
60442,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
60636,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
60812,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
60814,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
60941,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
61048,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
61377,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
61470,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
61645,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
61723,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
61980,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
62417,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
62634,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
62714,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
62918,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
63238,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
63369,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
63499,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
63504,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
63786,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
63831,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
64126,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
64318,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
64384,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
64490,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
64732,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
64863,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
64906,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
65083,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
65436,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
65501,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
65549,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
65599,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
65818,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
65876,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
66521,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
67166,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
67733,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
67881,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
68046,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
68197,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
68295,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
68380,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
69092,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
69207,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
69210,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
69349,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
69867,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
70051,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
70240,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
70407,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
70741,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
70815,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
71027,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
71157,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
71230,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
71345,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
71370,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
71546,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
71632,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
71930,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
72289,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
72522,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
72576,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
73387,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
73771,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
73840,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
73891,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
73989,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
74090,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
74226,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
74404,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
74792,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
75624,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
75740,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
75795,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
76219,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
76282,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
76326,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
76540,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
76614,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
76745,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
76824,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
77435,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
77717,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
77806,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
77895,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
78058,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
78076,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
78147,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
78180,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
78232,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
